count,percentile_0,facility_type,floor_area_min,floor_area_max,percentile_50,standard_dev,percentile_25,percentile_75,percentile_100,mean
67,35.413525994272426,Education - Other classroom,50000.0,100000.0,60.31312271217241,11.369421276877619,48.715497634982704,66.07355943541897,84.02340655073698,58.53400936023209
142,48.50964695403208,Retail - Uncategorized,10000.0,20000.0,117.31224182701149,20.316275722323887,104.33161826278884,131.06176245323377,181.5242247327318,117.43736539179085
56,34.95056821802991,Education - Elementary or middle school,20000.0,50000.0,60.67360986911403,12.23551611021025,54.09567325896522,67.84272290955649,93.13441217476434,61.997822933819904
82,2.99420221858099,Commercial - Unknown,20000.0,50000.0,57.96026357390103,53.563417798294815,24.37050428005538,84.07626760473241,302.360205257708,63.52272135627651
80,3.3347608688524586,Commercial - Unknown,2000.0,5000.0,90.44881494965931,124.44219808794142,48.93432756771989,189.14569761961792,714.0054458602588,129.95270459677198
198,16.224087956040083,Office - Uncategorized,200000.0,14500000.0,56.87582433004279,22.693449449687606,44.45633233542779,68.51047912895754,182.15144230769226,57.93153799335964
124,1.4844785333435058,Commercial - Unknown,10000.0,20000.0,52.163581782533754,74.84772025497779,30.33747946920459,88.04212117693048,479.00168330466727,73.05055503071922
62,18.0,Retail - Uncategorized,20000.0,50000.0,57.72164066578791,14.519539538260634,51.80468019051203,65.0,96.0,59.29221597181064
41,96.18146307807055,Grocery store or food market,50000.0,100000.0,177.04451842590365,62.263627440258134,163.88002699673464,189.99999999999997,442.6428940476402,189.94158927500834
149,12.252183234005416,Education - Elementary or middle school,50000.0,100000.0,56.5332550774998,12.937568557621931,47.69984830422016,64.37477707550984,83.53831478686375,55.35005864834436
45,65.99999999999999,Food Sales,100000.0,200000.0,102.99999999999999,16.372494796413456,91.99999999999999,111.99999999999999,144.99999999999997,102.37777777777775
37,20.041818235155347,Commercial - Unknown,1000.0,2000.0,172.61971973138353,223.55159197380752,88.23893013591936,271.6304323292476,964.6649513824237,237.74941280505251
183,6.310833333333332,Office - Uncategorized,100000.0,200000.0,65.00546574212439,40.1789940087107,55.87084570037927,76.68865524947951,283.3309189160371,74.37004917959078
115,11.599764233018844,Commercial - Uncategorized,200000.0,14500000.0,31.07594289423892,17.937844399708364,25.324325949930923,42.19788755650819,151.53310286580776,35.47652542914478
0,,Single Family - Uncategorized,2000.0,5000.0,,,,,,
46,29.88760829762195,Retail - Uncategorized,50000.0,100000.0,41.4875369759429,9.83268771882062,36.53774824834487,51.415878611222865,66.0,44.557893401579804
48,5.324509586577727,Single Family - Detached,2000.0,5000.0,30.891107512974724,19.42141680936417,12.232364556159952,39.139108951253824,72.87157589841797,30.119433336233556
80,8.148498925990278,Commercial - Unknown,5000.0,10000.0,52.78571619783174,75.90753105030196,37.75564699082123,82.91440649959823,484.3433965714284,74.03383954412126
19,27.218971649492815,Commercial - Unknown,0.0,1000.0,100.24020077559665,56.8602030794026,73.0692800405152,122.04131472911044,250.35223096595797,108.22797292207626
143,28.820623938620578,Office - Uncategorized,50000.0,100000.0,67.31544849327892,82.91992904165139,56.66697910738667,81.8285132888586,802.5929115554559,80.8237621084293
43,16.612556997916606,Commercial - Uncategorized,100000.0,200000.0,34.93943677745206,33.326127659987286,26.970592637902,82.47370476719288,158.00334798438456,51.155781351811754
156,169.77844671884404,Food Service - Uncategorized,1000.0,2000.0,304.5081699346405,61.38321293862154,275.5551883904392,342.74649999999997,614.4332700822263,317.0887067037036
60,29.942749917808914,Office - Uncategorized,20000.0,50000.0,73.58831230035898,46.636634675698566,62.208229192341875,87.52628918109379,289.67010476633214,83.49242191614732
25,2.3284540511282104,Commercial - Unknown,50000.0,100000.0,25.249951994336005,20.894631174356576,13.800362904687487,40.65737983652489,79.71807250991539,30.457809293796924
47,22.0,Retail - Uncategorized,100000.0,200000.0,60.55035342394418,21.62615123970382,44.6852009323882,78.0611853149087,96.68603035781187,60.61367402161271
