count,percentile_0,facility_type,floor_area_min,floor_area_max,percentile_50,standard_dev,percentile_25,percentile_75,percentile_100,mean
84707,1.1601910362953627,Apartment Unit,1000.0,2000.0,24.100625127433553,12.784886094074281,16.15752728081567,32.83842442517614,246.48011800162988,25.65147421940974
563,5.5008445738816,Retail - Uncategorized,10000.0,20000.0,92.3254725915433,30.660679243316046,79.74709274060345,106.63144629076979,323.20061491745605,91.91227853304912
480,9.162513779973631,Education - Elementary or middle school,20000.0,50000.0,28.321336379834257,9.357279221979697,22.715491333337702,33.99176195384479,74.41875269867288,29.42277404856267
1229,5.7699664620092,Office - Uncategorized,200000.0,14500000.0,49.041950344382954,24.878242127541586,38.800073820536184,61.51225109472756,289.9397110028606,52.79074904745284
494,1.2504207817833943,Apartment Unit,5000.0,10000.0,12.088119093131365,16.700436649964246,7.140754297310972,22.88884931903194,180.43328965017196,17.835576464823838
285521,1.0772030057742294,Single Family - Uncategorized,1000.0,2000.0,33.76812445372117,16.522103866596236,24.417976803844354,44.377714024807965,343.61053485113126,35.6082319807341
13369,1.2168571203613296,Apartment Unit,2000.0,5000.0,18.595038032794076,11.402301121513283,12.139871962247854,26.240989086198443,132.5679811373013,20.505729798176652
357,2.0,Retail - Uncategorized,20000.0,50000.0,46.58180235712377,18.417190835636934,37.636849560860185,60.0,132.90025285436235,49.20299133888231
409,11.257974057292488,Education - Elementary or middle school,50000.0,100000.0,25.315636850944585,12.18980946897032,21.682938463542357,31.161668229195254,145.50506511494015,27.96955922551288
916,2.401666300201873,Office - Uncategorized,100000.0,200000.0,55.71365699152557,34.79309838760689,44.43974798954833,69.90787474783653,514.8721093956328,60.67323513915779
560,8.23195362713969,Commercial - Uncategorized,200000.0,14500000.0,31.305579792411564,49.48582452446929,24.11917752856889,42.17158272916034,465.5076432748937,45.04460171385615
181454,1.0082315440587704,Single Family - Uncategorized,2000.0,5000.0,23.84185949252802,12.29775757985654,16.92240119775316,31.46890949069557,323.93276789569245,25.292380070515474
1993,3.8612563023699167,Manufactured Home,1000.0,2000.0,27.353710430603435,13.179289835557599,18.333205639129627,36.444694025244445,105.70096663864913,28.141676544026375
224,5.355566236976264,Retail - Uncategorized,50000.0,100000.0,33.34839216208401,18.670836061575198,23.62705133409761,40.85497567651562,144.2002743536422,35.86654992557896
462,1.51513430281208,Single Family - Detached,2000.0,5000.0,25.734947755614176,13.636222372832073,17.826550777854315,35.06187317508466,96.97304834740497,27.312066296765682
771,4.8124478761660106,Office - Uncategorized,50000.0,100000.0,55.14879501191997,36.52626165760439,43.75178956325813,69.00709556313058,396.83711048158636,61.353395561532174
247,5.080500282147952,Manufactured Home,2000.0,5000.0,17.86916332791719,9.113934657138259,12.735310908407207,24.427335002768352,64.55948352602849,19.377508242542174
40700,1.1087773723484966,Apartment Unit,0.0,1000.0,20.53183417446219,14.952746806920851,14.044618792446226,31.142079357140155,368.7980040775589,24.39755772037122
249,3.0,Retail - Uncategorized,100000.0,200000.0,45.53678693730047,27.61407861213612,31.528304240835137,57.32878672851656,390.74813464961716,46.45938080653126
339,4.8390608739127,Single Family - Detached,1000.0,2000.0,40.0772187843473,20.421406981197578,28.740894355915046,52.93395644470468,138.27382033029428,42.50374547650278
4027,2.037553280525125,Single Family - Uncategorized,5000.0,10000.0,22.444082244913517,17.79380580386281,13.784049981420356,33.268565585188234,276.0315159139048,26.017014212321698
537,4.2405137146985545,Office - Uncategorized,20000.0,50000.0,48.40166871759028,39.203162552881636,35.798697367844966,65.10012385868313,430.9271581737565,55.97418602527907
371,5.322201540071178,Food Service - Restaurant or cafeteria,2000.0,5000.0,616.1798782787689,167.28002047980286,528.7247900273445,737.1977596210472,994.4270646177757,619.6224715343648
31850,2.041126710157351,Single Family - Uncategorized,0.0,1000.0,47.63224553678138,24.254406835418877,34.453833996096876,63.176608529320454,336.08963656508786,50.56908849083153
852,3.9327309236947787,Food Service - Uncategorized,1000.0,2000.0,314.04186147186147,67.70999794776921,275.61465625,353.2965434782608,768.8848275862067,317.6664817627011
